상권_코드,resident_pop_2024,floating_pop_2024,estimated_sales_2024
3110813,52836,31336164,16968616694
3110814,76702,32072722,15507012902
3110815,107602,36616777,50074784934
3110816,39906,18414517,4245402746
3110817,17952,8584795,3003340174
3110818,17556,5655970,1710040288
3110819,113874,24082931,43104473172
3110820,89400,22237354,20973178050
3110821,135064,35538332,9055501791
3110822,110762,17419478,1625387652
3110823,76424,19248661,3667871220
3110824,13208,6371932,30121154890
3110825,196336,52201397,5925319534
3110826,94802,18788119,29741796215
3110827,52506,14728970,19622818859
3110828,150724,44274325,14900421095
3110829,58502,21486039,641367110
3110830,90980,18428899,6970784042
3110831,58578,13733706,8576186933
3110832,71568,14762067,6508167137
3110833,49600,13569849,5856507269
3110834,25820,4049876,544084707
3110835,26130,4488375,4896683204
3110836,199572,45248948,101945580484
3110837,92608,45174688,47016631488
3110838,2348,3418827,3734268408
3110839,43326,19690211,23857526804
3110840,49518,26253315,49185732538
3110842,11542,4916514,23310137958
3110843,36922,13606674,4581475631
3110845,36070,10764042,1075624944
3110846,195096,71840440,41426561178
3110847,98896,20139551,5570273799
3110848,106090,34800821,12736972391
3110849,72606,44643477,7004932342
3110850,180802,67412433,77971043485
3110851,86964,28028314,2582189428
3110852,40788,16172477,12382006082
3110853,51050,39108803,12737231693
3110854,47674,8891005,3674185636
3110855,100266,36296754,51129701107
3110856,91982,22575825,36887223272
3110857,107932,28862130,10215351037
3110858,18382,12964766,8355533872
3110859,64076,12290077,4780481228
3110860,52306,11984512,9549002458
3110861,156756,48641494,69248897062
3110862,51664,16076324,9176110942
3110863,88110,25128839,19871617034
3110864,110504,40609657,8587073101
3110865,193748,56005113,72089564582
3110866,107608,28279485,8785505305
3110867,77722,30105471,7640920732
3110868,67596,22646961,6098469275
3110869,244902,105099339,45310688385
3110870,45558,9951898,125995119
3110871,48312,18626947,25104914115
3110872,58130,20453543,2040720342
3110873,103214,21875796,29979761264
3110874,62286,50277198,941477389
3110875,68044,4626193,3580197392
3110876,59494,12923620,3113248809
3110877,77936,31804966,39231151570
3110878,39792,16212990,1698414424
3110879,34604,8423400,5705811618
3110880,31468,11892004,11086322078
3110881,223788,106110084,53358509035
3110882,114044,41659795,19577141712
3110883,102550,32452909,31076228866
3110884,27974,19407720,10389245147
3110885,147800,37876954,14970076655
3110886,76452,28345235,7058041532
3110887,41674,12823098,81880115
3110888,29680,18930318,8792541887
3110889,50732,11330987,1175950447
3110890,70186,19498241,4914568848
3110891,17640,5277612,5333621257
3110892,258636,118059948,73395076849
3110893,6224,2131606,2464971031
3110895,190738,93750075,84997579544
3110896,5286,4743595,8502604097
3110897,116788,42504042,8033315878
3110898,53880,13569396,112519785
3110899,68716,21250899,594477378
3110900,140146,41457791,16383821319
3110901,108072,30618268,6917756900
3110902,211356,68670342,61913942998
3110903,90494,22858492,28092538565
3110904,21610,7298580,14162452347
3110905,83994,13690600,5374735912
3110906,26352,10456404,975218087
3110907,76756,23035981,11771945815
3110908,3690,1603469,5756716372
3110909,16818,1679840,200483141
3110910,51620,9412224,2900607113
3110912,6998,4609709,36189308366
3110913,72752,25548692,72765382907
3110915,33420,5118073,7102558989
3110916,85868,17404673,9252526658
3110917,19550,2903846,14510787066
3110918,64906,26166411,5960145438
3110919,65274,16578426,1357289847
3110921,25038,8416010,2279420912
3110922,58296,20188525,1426582652
3110923,10288,1500149,167457004
3110924,53256,13358372,4767853314
3110925,67152,14596445,9237078928
3110926,80912,23981255,4137923922
3110927,9070,4517930,15800318023
3110929,95548,34108733,4989233779
3110930,42338,13614801,9757650686
3110931,3260,594977,3193388244
3110932,14136,6254759,823166868
3110933,10344,2363794,20979065599
3110934,61962,10594932,12168441436
3110935,23818,13866675,279914511
3110936,19202,4974719,20208917069
3110937,9492,1763430,9308855827
3110938,16348,6287622,25024872610
3110939,134114,46680014,72555125392
3110940,23866,9419490,687062823
3110941,19246,4908248,1288616941
3110942,187206,44037546,56905696087
3110943,34908,12241439,26489312834
3110945,6794,858228,66869759
3110946,2018,31556,8495112048
3110947,7722,881390,6943410679
3110948,2924,15785,34761900
3110949,12430,9076758,8421112506
3110951,20388,14128388,2618607404
3110952,19008,5866551,290477442
3110953,20818,10765502,254743317
3110954,9658,12658866,11716316370
3110955,149560,66833154,27484268410
3110956,11818,10640894,858437562
3110957,37824,21521031,10587866352
3110958,17456,16163298,870059599
3110959,7724,2873328,18471769958
3110960,16388,2656395,221386063
3110961,45428,23562111,19046382604
3110962,720,2615143,10144025415
3110963,38170,9403286,417356815
3110965,49912,22146598,1848141946
3110966,59886,41526481,19667119621
3110967,27664,15597179,5896494389
3110968,11910,7566523,6031993143
3110969,27220,18845058,3232261306
3110970,21116,9150653,4989098238
3110971,83316,21306796,19731269373
3110972,42680,7546710,1478311590
3110973,50062,23396091,9074246962
3110974,31596,10871969,495385348
3110975,19526,7340679,7699602307
3110976,43376,18065054,5235256250
3110977,15042,3603242,2416996464
3110978,7656,440644,628474094
3110979,24290,7157724,9753173077
3110980,56522,12555180,1968817325
3110981,45356,11780247,19784900224
3110982,17882,9228912,3846584848
3110983,59052,11606940,7243761006
3110984,93774,22098608,21661831126
3110985,20612,7473277,748463360
3110986,15710,6978960,401597924
3110988,28380,4024970,3352406651
3110989,33172,15940811,10477366826
3110990,3368,1237125,190409093
3110991,7144,4976788,51143295432
3110992,170758,49509143,84289689425
3110994,37504,12951961,58273700590
3110995,59224,15822788,6319538693
3110996,41312,19316911,32469058406
3110997,157920,57440876,145613749055
3110998,11500,2315841,10376485921
3110999,67074,4307351,22464378901
3111000,9036,1520088,6806866409
3111001,32192,1631398,2058371624
3111003,238744,51768628,86009880198
3111004,217224,58024716,134340542411
3111005,189736,35493318,43099713889
3111006,192938,55497769,80264526766
3111007,182070,28682216,19960543941
3111008,106794,17104165,28104384697
3111009,24240,6133559,1949007241
3111010,200462,48044974,55933786340
3111011,6846,1293024,37606120880
3111012,136562,26910732,13117394959
3111013,190220,58667898,83546114034
3111014,70224,16119682,37791614635
3111015,227404,47453852,43957348061
3111016,73376,18905392,2713978004
3111017,21468,5881031,822037996
3111019,189896,37150046,17659540606
3111020,14752,4799666,39912306327
3111021,213056,62953660,147766132942
3111022,60966,10986134,4094298208
3111023,44410,20200539,24916913708
3111024,33444,8956312,2689259872
3111025,65992,20851796,4611339130
3111026,99294,25357084,43004428706
3111027,118210,27735944,35988856763
3111028,39332,19347874,31875419429
3111029,27506,5120563,7093018547
3111030,39922,26875889,22207808877
3111031,79370,21291312,18316063061
3111032,37840,11181871,115241387973
3111033,14884,2080058,7426028990
3111034,106256,19598971,41169135653
3111035,85338,19954177,6466473746
3111036,29078,9173034,22641950497
3111037,11572,5660427,2516415668
3111038,54116,15850342,26082937948
3111039,43490,24268995,16813397559
3111040,53112,16530510,263951710
3111042,122570,47325343,37139525914
3111043,65308,16670200,3584419194
3111044,109164,36845983,68080169613
3111045,47788,7166608,126302334
3111046,195206,51615892,171508268588
3111047,55064,9126397,9566698916
3111048,51416,38568427,7028216959
3111049,85986,32642039,18996820754
3111050,22374,9536822,1500011120
3111051,150586,73605745,40250868223
3111052,120792,31373230,30358193159
3111053,96930,29107799,45648299339
3111054,9194,5260682,3208599590
3111055,2166,794712,1063355701
3111056,19272,8390690,4562311186
3111057,91476,23255412,114311893637
3111058,34596,13227510,1378044596
3111059,243838,85603716,83553296266
3111060,212930,82127070,61461069034
3111061,207488,67066168,27318002916
3111062,77288,20218409,29136450977
3111063,133598,38160519,9290970187
3111064,59312,15048167,5299092305
3111065,60742,17158578,757186976
3111066,120324,35690086,9818825956
3111067,205938,69135331,20657839012
3111068,7898,6358787,21276663849
3111069,111802,62381010,2677542083
3111070,58056,65231423,3147019140
3111071,27272,12503097,1460445792
3111072,159536,52786604,32097349701
3111073,156352,88774294,37314399448
3111074,50448,14879046,8300759909
3111075,94982,37187069,9836618172
3111076,42794,11366002,16580745242
3111077,252128,84121541,87631388785
3111078,207908,95773665,43323537783
3111079,45002,11097723,7282288060
3111080,65650,14383406,13119201290
3111082,24932,5032445,661253665
3111083,71138,23548392,13638706476
3111084,21994,4600040,1127551792
3111085,94844,22075220,34204997429
3111086,53300,9717454,26566380513
3111087,54502,6497834,10183724891
3111088,44906,7848581,15196846758
3111089,82072,21308490,79537662874
3111090,19512,1470236,31521356327
3120001,14794,28722833,118014351063
3120002,35086,32981999,127692580038
3120003,62698,31886980,343940481206
3120004,9162,11145835,119157966136
3120005,25458,8226321,90473618931
3120006,8920,64363826,535466423711
3120007,32998,19851737,177937079422
3120008,7910,31166446,176901265042
3120009,78562,151104088,1618181711425
3120010,18224,25090622,108179667312
3120011,21114,15895627,80471256771
3120012,42832,89344700,293474490634
3120013,17528,22882602,39735173093
3120014,20278,25793591,318885198652
3120015,3434,13596339,29202523153
3120016,13160,27474785,50534769373
3120017,23298,19589207,113299377351
3120018,40080,11405817,115961457087
3120019,8102,9895780,18560749863
3120020,238,1608821,81218372495
3120021,460,11847753,164935411889
3120022,5226,26961474,316740590375
3120023,368,13094279,212606186051
3120024,34484,18082081,55014036073
3120025,5,2766230,136274625897
3120026,1520,20185101,223115000102
3120027,25942,18849755,177532676771
3120028,2492,41939478,556634728949
3120029,342,4528028,26988262492
3120030,7828,31664226,55546199613
3120031,21184,54140956,470104882747
3120032,52670,45365600,223131639249
3120033,1772,17432508,178632397979
3120034,30156,19258953,32717763527
3120035,7966,14782366,17366759038
3120036,6602,7006564,35676550300
3120037,43022,87616580,474872429038
3120038,47476,28866604,183869605941
3120039,70882,62420722,161128383455
3120040,29590,29124563,3011996065702
3120041,131986,49802181,222565370148
3120042,6076,9000505,70423187868
3120043,18730,23198017,298120753746
3120044,41074,17035731,49457547094
3120045,13964,4230621,133865865756
3120046,58784,35734091,415055059855
3120047,36712,16035535,170581827520
3120048,31920,22643663,80251072547
3120049,52834,56109130,104186180064
3120050,19024,5028610,9712280736
3120051,47084,58383289,171323391237
3120052,22432,33405846,322572341302
3120053,94868,69629042,430392940974
3120054,89996,38960901,91041702129
3120055,135020,57390930,295851889526
3120056,91202,38111816,190049731739
3120057,76086,32700817,142701438213
3120058,39904,19475977,72380370972
3120059,93138,28019900,110541900325
3120060,102,7005320,317661226047
3120061,5112,9982423,160711355932
3120062,75360,48059018,197383830377
3120063,34844,20403464,245420607691
3120064,15004,26250194,100976991489
3120065,43058,29878485,48546109739
3120066,98698,38326480,383632544354
3120067,133262,39925973,334908000344
3120068,14444,8653214,103558030512
3120069,138444,45159150,148719196367
3120070,24030,15607537,137867336514
3120071,20842,13203393,33469899884
3120072,67710,80439695,276154899181
3120073,17146,7120810,46472415025
3120074,6342,18823806,46202070419
3120075,48262,11138357,71245512241
3120076,124090,122937485,564893902490
3120077,38392,39908014,122185990235
3120078,11202,30294297,217545693165
3120079,11066,12085025,194689011104
3120080,180,2949628,131823468085
3120081,23618,113825573,685481441033
3120082,1864,5540674,45251274911
3120083,33550,6432545,253437512843
3120084,31894,16487936,76695555053
3120085,3710,11934352,194754032429
3120086,37190,12030586,54336830438
3120087,49928,21176817,62257460769
3120088,35882,12469863,155573327314
3120089,51002,7818472,34515827977
3120090,62136,50509997,197325567244
3120091,74406,18573267,106119026607
3120092,28036,13743933,29034804126
3120093,24314,13890268,157754278168
3120094,80954,158974307,500468613736
3120095,29628,29831165,143240498771
3120096,57076,32103568,122082103061
3120097,15518,13379278,17001829710
3120098,24174,13254963,218933601858
3120100,23834,14170513,117018846153
3120101,140176,41656723,246044712182
3120102,68924,61558122,144263918540
3120103,92316,105033412,784953646241
3120104,156124,117540554,358184086045
3120105,29238,27049997,72927641712
3120106,70950,21808498,132442353420
3120107,51106,36151865,178610134058
3120108,73880,23101750,221831751489
3120109,48210,17027185,61097964806
3120110,47340,28267879,199535941998
3120111,53748,19078461,83869382196
3120112,99264,35154704,124689722983
3120113,73746,51091958,251407549445
3120114,220164,33718708,336696842554
3120116,18638,6786956,30106598061
3120117,1528,287870,525167829519
3120118,32172,3174785,71951783220
3120119,50696,24488917,315114467560
3120120,61018,45589203,152633734505
3120121,74310,66481263,135848308847
3120122,136880,46395376,139555148298
3120123,107344,18485257,110430496549
3120124,79932,24083992,93983567904
3120125,44350,18882596,730936105302
3120126,13438,5516884,16645751801
3120127,113974,16442530,120113542292
3120128,62002,14627288,163943965337
3120129,31932,18209543,482525684146
3120130,46480,34587290,265803675674
3120131,90198,27797801,3761315343338
3120132,149420,26136140,178229088213
3120133,13752,4007654,43442116212
3120134,73236,19239467,195742077385
3120135,11124,11337489,9776691964
3120136,63892,47909616,164256701568
3120138,35818,15265934,53530045424
3120139,50882,23412526,393828532872
3120140,23582,3166966,46128359581
3120141,29218,12693019,21925419210
3120142,35334,44947377,147549196988
3120143,60300,28735893,171452446587
3120144,32754,38785591,94078881337
3120145,102726,98062971,773386260356
3120146,50226,12467529,33282713226
3120147,24556,22024786,67447242722
3120148,49572,10196715,377693544328
3120149,62474,37262850,975611265029
3120150,14036,1466333,127911683004
3120151,102846,32969590,167868310659
3120152,61098,21338611,175139125827
3120153,49390,45182343,5419195798678
3120154,20298,14122552,62109366688
3120155,44990,5070242,523927451
3120156,94486,89760568,377851780489
3120157,185794,116057118,303623293550
3120158,45958,21271422,93307625873
3120159,183988,82431817,376230425856
3120160,86024,52604117,296359297338
3120161,28746,12402256,32831597696
3120162,49190,17170044,79424534742
3120163,74358,35243627,6969938214
3120164,63380,32658352,203470045300
3120165,33938,19525541,171872715004
3120166,65392,25549453,289790442735
3120167,6546,14519507,352332799764
3120168,7544,6994528,22034112390
3120169,45576,38223137,221919963849
3120170,13078,26732223,231189404158
3120171,66070,36063732,222932722702
3120172,72848,50556902,137001868652
3120173,112044,109514924,578527911434
3120174,30582,9861652,29878610604
3120175,85680,34932558,159385067728
3120176,107842,46691104,7946871160
3120177,99404,41463603,18126498730
3120178,81280,82333326,711182230971
3120179,114304,59975833,372471742236
3120180,29562,3329980,26471074889
3120181,21668,11720433,120372802362
3120182,41328,17533727,172201346663
3120183,26720,10817959,126671990425
3120184,124782,47808535,373137756572
3120185,80200,66964237,501668755186
3120186,68958,58846242,463672838637
3120187,115862,92830657,661975112292
3120188,27254,49931510,754845929192
3120189,136844,192572616,2092618835020
3120190,50698,40001362,291233432711
3120191,97700,51909298,256978975988
3120192,143670,58420075,348465343609
3120193,24940,19295836,255766772534
3120194,56322,48574033,192407167110
3120195,9674,22808062,373823250759
3120196,30650,18757146,68383376935
3120197,126420,116732375,750707412140
3120198,158666,63503341,133108332696
3120199,18068,14291426,67257578289
3120200,21910,33834408,610575325360
3120201,40462,27595920,109770132191
3120202,39924,56564775,636414245777
3120203,31490,50137137,291274436124
3120204,35656,48826966,84808807218
3120205,24070,14221875,150702868781
3120206,85980,31636935,70735710956
3120207,146696,56504319,168887859457
3120208,72764,38444537,610136783357
3120209,28774,20213063,247118405782
3120210,102604,130148366,657900348717
3120211,35534,20260738,114934343881
3120212,32722,25349320,293252318310
3120213,90430,56019998,170121201484
3120214,13720,8456739,40408956572
3120215,75362,84475418,466294814954
3120216,4692,5026619,36805014723
3120217,83154,38714305,241464190409
3120218,558,1200134,133646176422
3120219,25630,28147026,681546678237
3120220,28418,13324010,322214221391
3120221,14688,12434564,88244870364
3120222,13612,25541704,663232229184
3120223,6636,7886508,208085454130
3120224,11526,6556800,255128959965
3120225,90518,66226226,768743029221
3120226,41642,19234541,174603179883
3120227,117922,27446791,1581433298700
3120228,94512,54330315,184658767391
3120229,60818,41089767,327809342918
3120230,33548,19358612,105939965669
3120232,19178,9543208,58970455882
3120233,70870,21805604,99700385761
3120234,54078,43638041,200384378053
3120235,79898,11973753,278097419492
3120236,3654,5051378,337178521595
3120237,81234,53875470,140228287136
3120238,11314,7446526,77732854741
3120239,89544,33925582,42230955879
3120240,79356,43194498,129479391063
3120241,41402,16090833,126751056661
3120242,79742,42850635,102909122270
3120243,85164,36999035,413045900094
3120244,47452,19269077,146104345096
3120245,58324,28576075,221013905917
3120246,132876,99144611,270818323164
3120247,39088,17104732,105977557627
3120248,49754,37016633,223690453057
3120249,28032,13351932,380250307374
3130001,15378,10012015,51030724866
3130002,12626,16456470,80822973673
3130004,7114,2813311,14743770958
3130005,528,3241867,6053762453
3130007,2144,13767915,120516142184
3130009,18,1746782,2476791002
3130010,2102,29522673,82211846290
3130012,34,1592932,6428917035
3130013,872,1175711,29787970482
3130014,2642,1202302,25511847123
3130015,14914,19184229,29177082139
3130016,1104,1175711,4044456966
3130018,2980,15190008,145974864576
3130020,9444,12132420,16429391844
3130024,1302,54476927,618586975963
3130025,19,2018216,57566561832
3130031,962,9608778,18742312636
3130032,3236,5838878,39358077550
3130033,2664,1617349,111641482721
3130035,6868,25291107,217553536816
3130036,8900,25520726,279956952180
3130038,904,2572271,19943054
3130042,12044,10457980,48770202984
3130046,42,1879854,5485054474
3130047,166,3759708,18001922570
3130048,924,1847846,62549088776
3130049,3382,3991693,11909788838
3130050,70,1604006,8789487781
3130051,32640,29018307,17014170261
3130052,28982,49659436,170469984528
3130053,22160,21430190,83511451425
3130054,26742,26678987,28146808124
3130055,31642,23233950,26444770294
3130056,14626,15406506,119746926318
3130057,636,797459,18956764900
3130058,2186,3451239,27721887601
3130059,15556,4760194,29200224106
3130060,1894,9240631,5620735976
3130061,1382,2186128,14671099076
3130062,1956,650421,566844325
3130063,9536,4611936,14911827400
3130064,4380,14668042,22842269796
3130065,58080,27187995,23287999665
3130066,41006,20502640,103691474223
3130067,76042,32158909,112683729892
3130068,37822,28056308,29156136725
3130069,11632,17312146,61719015015
3130070,31498,12406845,91264351818
3130071,114,1027853,21194855450
3130072,94586,23466363,100536322640
3130073,11410,13069609,53920868595
3130074,9990,9643199,5004185678
3130075,2108,2967745,1758527605
3130076,17174,6023467,12018585695
3130077,1670,1284244,3433846
3130078,19816,6055861,13010385477
3130079,7190,2597799,4326286665
3130081,42502,22996975,39407626120
3130082,5094,1835413,2809129182
3130083,18104,6377270,89151482109
3130084,4736,5542206,16168873663
3130085,454,1095230,75208410
3130086,44224,34043046,248547135012
3130087,1576,4000984,348864607749
3130088,116,1827748,441911251358
3130089,7604,1890240,166444490123
3130090,2382,10377763,909972127375
3130091,13668,13860174,70596072848
3130092,8920,11334625,350526757872
3130093,48,1831656,587264686657
3130094,1392,4068057,900544658225
3130095,8886,10720433,76850734899
3130097,33610,17617679,38261999591
3130098,27498,9977242,12749450985
3130099,1672,6753842,17209235557
3130100,9314,6232320,20310930889
3130101,6062,12469235,11649547623
3130102,1556,1546399,854472119
3130103,5208,2462848,1626074443
3130104,12934,2471029,21748162501
3130105,23832,7567102,7702624609
3130106,29002,20873008,60773727208
3130107,3890,1196811,2387238005
3130108,6820,1299520,728965406
3130109,18270,3566530,12380335895
3130110,35886,15142558,66157820522
3130111,44372,26136770,159270092560
3130112,44610,24310098,52296666964
3130113,2792,1340284,42086075131
3130115,46764,20604947,89361123570
3130116,5682,698624,850624289
3130117,20208,11583913,59328039696
3130118,13418,4667716,3656058175
3130119,9742,6565546,2846537404
3130120,5226,19118662,81278535180
3130121,580,1313778,6696221133
3130122,5034,2170363,103701546
3130123,7444,3339101,6433975937
3130125,18192,9942143,8989409601
3130126,810,961870,167003844
3130127,3342,1920809,826980629
3130128,39100,15277494,10397000308
3130129,31620,10181274,13457002478
3130131,522,1460662,17221475517
3130132,15120,7621041,24788855330
3130133,35030,12124163,26195420402
3130134,2940,3415030,22836483070
3130135,20564,7544211,11052541485
3130136,11950,3694076,60000000
3130137,11618,6853736,175398949456
3130138,4656,784708,465236324
3130139,49478,14780946,52419467315
3130140,4734,1699029,25034444409
3130141,22776,7214223,6065960964
3130143,13008,6949276,9428964065
3130144,9218,1947441,67680198
3130145,20320,5683544,15439724922
3130146,75284,42101266,83086752084
3130147,18168,12869158,42899214001
3130148,24016,6472795,78755091769
3130149,50158,18001764,39942601571
3130150,26314,11550799,27709137069
3130151,3724,921048,8315988044
3130152,15716,3692391,1987672471
3130153,3626,5295405,52003904335
3130154,1892,668221,2590030169
3130157,38124,29022495,50182005823
3130159,37060,13703612,55724620339
3130160,2014,598676,3008921219
3130161,3102,446973,2448387711
3130162,2770,2695657,64062397
3130163,32600,10906662,57950397659
3130165,11026,5269642,33668592644
3130166,4322,1648180,4741895410
3130167,33640,38857055,184129803331
3130168,5754,4061330,82583550156
3130169,41360,15700871,15096602983
3130170,1532,2281705,63573842164
3130171,26228,15065153,63457141431
3130172,2416,3627890,56667742286
3130173,3082,1538908,602914575
3130175,108,2139483,10111673655
3130176,6302,617481,42780596789
3130177,5698,822752,176708344382
3130178,856,1239916,4869286293
3130179,28458,24022026,54174676009
3130180,12912,9565168,13459338792
3130181,14006,56763981,17186291057
3130182,9886,14167847,48265726201
3130183,60002,32120111,102142497361
3130185,17930,6400361,59926227263
3130186,40426,7507412,49152031115
3130189,550,2217181,3546029572
3130190,7438,14308517,89620701566
3130191,11308,15027956,175658388953
3130192,694,1192410,121129145
3130194,14722,12112308,62379806751
3130195,55180,40543034,158369052872
3130196,232,936172,26338915202
3130197,1374,2277328,42488051839
3130198,13766,10320598,30699554490
3130199,18600,7742585,2096072937
3130200,5680,2019480,3502663080
3130201,31166,5895781,7708291398
3130202,25118,4622284,49920453947
3130203,12532,2964714,16147668694
3130204,17416,6121127,30902749802
3130205,3172,1047167,74635496288
3130206,986,1166608,2147583024
3130207,3880,2718813,17411652358
3130208,26926,8632352,86217446718
3130209,35862,8365261,26559132005
3130210,26576,10161841,57347688060
3130211,17216,11043570,1363688453
3130212,8278,13192442,3416425395
3130213,11222,4186141,36845291347
3130214,13652,3113916,86442775477
3130216,21572,6648758,27682024631
3130217,7336,7255079,44086370110
3130218,1672,1273011,4550902749
3130219,21368,26482675,88411867978
3130220,13168,974574,1285298283
3130221,44970,15534620,94482051727
3130222,3232,7714342,15590806066
3130223,12162,6194197,60149326335
3130224,2532,370923,733509397
3130225,66062,13600053,52229958218
3130226,644,811662,3462462770
3130227,5838,2626570,28723103532
3130228,4784,17130233,7984423897
3130229,13934,17116100,132930210611
3130230,3740,2642054,9332175483
3130231,23564,4521567,847126884201
3130232,18816,4265957,20453595657
3130233,33378,5042498,34979340536
3130235,21144,6423185,102144124978
3130236,46266,15501241,129419585289
3130238,26012,10377385,29965703953
3130240,5110,738576,25383396947
3130241,29782,8158665,45175418749
3130242,9550,6778221,23484882138
3130243,1516,1321498,73626442
3130244,22220,8686873,48172982938
3130245,3892,7619743,203313278312
3130246,36510,29579627,691935545675
3130247,8312,7202806,18223307789
3130248,1012,3029284,226109751187
3130249,3296,1002788,4968922308
3130250,152,1146630,2359617958
3130253,780,1121911,5816784546
3130254,52,958636,47278781
3130255,19830,14360147,67509808101
3130256,962,2956386,1008223375
3130257,13012,4409829,8559566382
3130258,2092,914761,18947642040
3130259,4884,892177,241609027
3130260,11550,3852382,28671032127
3130261,41342,9178541,109818708655
3130262,17448,5418437,2457538702
3130263,5056,574835,6643566365
3130264,11850,8482867,2545032071
3130265,2768,4782207,14665746731
3130266,3516,2565516,11385218191
3130267,5294,4651709,405316832
3130268,33940,7473884,31539976838
3130269,2490,1144781,1288146768
3130270,1052,2394438,3742528123
3130271,11814,11212463,73320352044
3130272,212,1076353,1013779051
3130273,15876,28682973,153801522097
3130274,16604,17896736,79783004546
3130275,8538,7360895,23771239846
3130276,1376,3090108,847456715
3130277,29926,5435062,3289095750
3130278,17126,6634265,9727063232
3130279,47270,12940145,32875566432
3130280,5776,841799,20000000
3130281,1824,1328417,1761884387
3130282,7262,2182861,632485207
3130283,9354,19373610,39732594071
3130284,202,1817743,600061929
3130285,17404,24054972,146107664756
3130286,772,2946249,1442264290
3130287,3484,31122713,12101077656
3130288,396,514001,773642407
3130289,8,1422346,1053017031
3130290,44134,15020147,121963083628
3130291,3748,845276,330317614
3130292,202,2244075,8473013728
3130293,9440,2716484,6474457553
3130294,13628,8881808,40269606376
3130295,29418,7454800,77218332937
3130296,3804,1281627,66426531
3130301,3952,1517809,7287224245
3130302,5940,1256844,10602577377
3130303,24718,10180694,149891511828
3130304,8,662571,2049785198
3130305,1908,908228,521344760
3130306,9032,8041603,24607902772
3130307,718,2235620,15992990734
3130308,1656,940302,8949808993
3130310,2200,4878293,73172304686
3130311,53402,22857092,150164667392
3130312,20422,8745825,89945264113
3130313,118006,25857369,91846232924
3130314,85338,38531387,39998722103
3130315,27016,15706115,84246714782
3130316,2328,2325097,21104027396
3130317,23524,16815692,43820305494
3130318,15994,13243729,172961846867
3130319,27316,17894739,19236487277
3130320,21104,7643168,75555271056
3130321,29328,5993056,2668651835
3130322,16472,4966480,10484673494
3130323,34006,7158213,65692314522
3130324,25426,12416102,36337181533
3130325,41962,6857526,19287086416
3130326,21712,2725166,74199838303
3130327,58,1624258,70128101361
